OCCURRED ON,UCR CRIME CATEGORY,PREMISE TYPE
01/13/2024 1:50,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/13/2024 2:07,BURGLARY,SPECIALTY STORE
01/13/2024 2:20,LARCENY-THEFT,DRIVEWAY
01/13/2024 2:20,BURGLARY,APARTMENT
01/13/2024 2:40,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 3:00,RAPE,UNKNOWN
01/13/2024 3:22,ROBBERY,BUS STOP
01/13/2024 3:36,DRUG OFFENSE,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE
01/13/2024 4:00,ROBBERY,FAST FOOD STORE
01/13/2024 4:06,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2024 4:30,LARCENY-THEFT,APARTMENT
01/13/2024 20:11,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/13/2024 20:30,LARCENY-THEFT,GAS / SERVICE STATION
01/13/2024 20:37,LARCENY-THEFT,SPECIALTY STORE
01/13/2024 20:40,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 21:00,LARCENY-THEFT,VEHICLE
01/13/2024 21:15,BURGLARY,APARTMENT
01/13/2024 21:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 21:30,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/13/2024 21:40,ROBBERY,STREET / ROADWAY / SIDEWALK
01/13/2024 22:00,MOTOR VEHICLE THEFT,HOTEL / MOTEL
01/13/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/13/2024 22:11,DRUG OFFENSE,VEHICLE
01/13/2024 22:20,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/13/2024 22:30,LARCENY-THEFT,VEHICLE
01/13/2024 23:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/13/2024 23:00,AGGRAVATED ASSAULT,BAR / LOUNG / NIGHT CLUB
01/13/2024 23:26,BURGLARY,SPECIALTY STORE
01/13/2024 23:30,MOTOR VEHICLE THEFT,MOBILE HOME
01/13/2024 23:44,BURGLARY,SINGLE FAMILY HOUSE
01/13/2024 23:52,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/13/2024 23:58,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/14/2024 0:00,RAPE,PARK / PLAYGROUND
01/14/2024 0:00,MOTOR VEHICLE THEFT,VEHICLE
01/14/2024 0:00,LARCENY-THEFT,VEHICLE
01/14/2024 0:00,DRUG OFFENSE,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 0:00,LARCENY-THEFT,VEHICLE
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,ARSON,
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,VEHICLE
01/14/2024 0:00,LARCENY-THEFT,PARKING LOT
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 0:06,DRUG OFFENSE,VEHICLE
01/14/2024 0:07,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/14/2024 0:08,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/14/2024 1:00,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,LARCENY-THEFT,APARTMENT
01/14/2024 1:00,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 1:11,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/14/2024 1:15,LARCENY-THEFT,PARKING LOT
01/14/2024 1:39,ROBBERY,CONVENIENCE MARKET / STORE
01/14/2024 1:46,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/14/2024 2:18,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/14/2024 2:50,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 3:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 3:30,LARCENY-THEFT,RESTAURANT
01/14/2024 3:35,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/14/2024 3:36,LARCENY-THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 4:20,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/14/2024 4:21,BURGLARY,DEPARTMENT / DISCOUNT STORE
01/14/2024 4:30,LARCENY-THEFT,DRIVEWAY
01/14/2024 5:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 5:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/14/2024 5:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 20:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 20:00,BURGLARY,APARTMENT
01/14/2024 20:19,LARCENY-THEFT,RESTAURANT
01/14/2024 20:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2024 20:20,LARCENY-THEFT,APARTMENT
01/14/2024 20:21,LARCENY-THEFT,GROCERY / SUPER MARKET
01/14/2024 20:29,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/14/2024 20:45,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 21:00,BURGLARY,OFFICE / COMMERCIAL BUILDING
01/14/2024 21:00,LARCENY-THEFT,DRIVEWAY
01/14/2024 21:00,LARCENY-THEFT,OTHER
01/14/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 21:00,LARCENY-THEFT,PARKING LOT
01/14/2024 21:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 21:06,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2024 21:10,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/14/2024 21:22,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/14/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/14/2024 22:00,LARCENY-THEFT,DRIVEWAY
01/14/2024 22:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 22:15,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/14/2024 22:20,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/14/2024 22:37,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/14/2024 22:47,AGGRAVATED ASSAULT,APARTMENT
01/14/2024 22:49,MURDER AND NON-NEGLIGENT MANSLAUGHTER,SINGLE FAMILY HOUSE
01/14/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/14/2024 23:00,BURGLARY,APARTMENT
01/14/2024 23:11,BURGLARY,DRUG STORE
01/14/2024 23:15,ROBBERY,SINGLE FAMILY HOUSE
01/14/2024 23:30,ROBBERY,PARKING LOT
01/14/2024 23:30,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/14/2024 23:30,BURGLARY,FAST FOOD STORE
01/14/2024 23:58,MOTOR VEHICLE THEFT,DRIVEWAY
01/15/2024 0:00,LARCENY-THEFT,PARKING LOT
01/15/2024 0:00,LARCENY-THEFT,BANK / SAVINGS / CREDIT UNION
01/15/2024 0:00,ROBBERY,RESTAURANT
01/15/2024 0:00,LARCENY-THEFT,APARTMENT
01/15/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/15/2024 0:00,DRUG OFFENSE,PARKING LOT
01/15/2024 0:00,LARCENY-THEFT,VEHICLE
01/15/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/15/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/15/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/15/2024 0:00,BURGLARY,APARTMENT
01/15/2024 0:00,BURGLARY,SINGLE FAMILY HOUSE
01/15/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/15/2024 0:31,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 0:50,MOTOR VEHICLE THEFT,APARTMENT
01/15/2024 1:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/15/2024 1:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/15/2024 1:24,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/15/2024 2:00,MOTOR VEHICLE THEFT,RENTAL STORAGE / FACILITY
01/15/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT
01/15/2024 2:27,BURGLARY,FAST FOOD STORE
01/15/2024 2:30,MOTOR VEHICLE THEFT,APARTMENT
01/15/2024 2:44,BURGLARY,CONVENIENCE MARKET / STORE
01/15/2024 2:57,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 3:25,LARCENY-THEFT,DRIVEWAY
01/15/2024 3:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2024 4:15,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/15/2024 20:00,LARCENY-THEFT,PARKING GARAGE
01/15/2024 20:00,RAPE,SINGLE FAMILY HOUSE
01/15/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/15/2024 20:28,ROBBERY,FAST FOOD STORE
01/15/2024 20:30,LARCENY-THEFT,APARTMENT
01/15/2024 20:50,LARCENY-THEFT,SPECIALTY STORE
01/15/2024 21:00,LARCENY-THEFT,APARTMENT
01/15/2024 21:00,LARCENY-THEFT,PARKING LOT
01/15/2024 21:00,BURGLARY,SPECIALTY STORE
01/15/2024 21:05,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/15/2024 21:10,LARCENY-THEFT,APARTMENT
01/15/2024 21:21,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/15/2024 21:24,BURGLARY,APARTMENT
01/15/2024 21:45,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/15/2024 21:52,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/15/2024 22:01,MURDER AND NON-NEGLIGENT MANSLAUGHTER,STREET / ROADWAY / SIDEWALK
01/15/2024 22:11,AGGRAVATED ASSAULT,APARTMENT
01/15/2024 22:20,DRUG OFFENSE,VEHICLE
01/15/2024 22:23,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/15/2024 22:28,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/15/2024 22:30,ROBBERY,BUS STOP
01/15/2024 22:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2024 22:38,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/15/2024 23:00,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/15/2024 23:00,LARCENY-THEFT,PARKING LOT
01/15/2024 23:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/15/2024 23:00,LARCENY-THEFT,DRIVEWAY
01/15/2024 23:30,LARCENY-THEFT,DRIVEWAY
01/15/2024 23:49,DRUG OFFENSE,VEHICLE
01/16/2024 0:00,LARCENY-THEFT,PARK / PLAYGROUND
01/16/2024 0:00,LARCENY-THEFT,OTHER
01/16/2024 0:00,LARCENY-THEFT,ATM SEPARATE FROM BANK
01/16/2024 0:00,LARCENY-THEFT,PARKING LOT
01/16/2024 0:00,DRUG OFFENSE,HOTEL / MOTEL
01/16/2024 0:00,MOTOR VEHICLE THEFT,SINGLE FAMILY HOUSE
01/16/2024 0:00,LARCENY-THEFT,VEHICLE
01/16/2024 0:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2024 0:00,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/16/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/16/2024 0:00,LARCENY-THEFT,DRIVEWAY
01/16/2024 0:00,BURGLARY,CONDO / TOWNHOUSE
01/16/2024 0:01,AGGRAVATED ASSAULT,PARK / PLAYGROUND
01/16/2024 0:08,BURGLARY,RESTAURANT
01/16/2024 0:30,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/16/2024 0:30,AGGRAVATED ASSAULT,MOBILE HOME
01/16/2024 0:51,BURGLARY,FAST FOOD STORE
01/16/2024 0:55,AGGRAVATED ASSAULT,CONVENIENCE MARKET / STORE
01/16/2024 1:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2024 1:41,ROBBERY,ALLEY
01/16/2024 1:45,BURGLARY,RESTAURANT
01/16/2024 2:13,LARCENY-THEFT,HOSPITAL
01/16/2024 2:30,MOTOR VEHICLE THEFT,HOSPITAL
01/16/2024 3:13,LARCENY-THEFT,PARKING LOT
01/16/2024 3:18,LARCENY-THEFT,DRIVEWAY
01/16/2024 4:00,AGGRAVATED ASSAULT,VEHICLE
01/16/2024 4:25,BURGLARY,CONVENIENCE MARKET / STORE
01/16/2024 20:00,LARCENY-THEFT,SPECIALTY STORE
01/16/2024 20:18,LARCENY-THEFT,DRUG STORE
01/16/2024 20:24,ROBBERY,PARKING LOT
01/16/2024 21:00,LARCENY-THEFT,PARKING LOT
01/16/2024 21:00,RAPE,PARK / PLAYGROUND
01/16/2024 21:00,LARCENY-THEFT,FAST FOOD STORE
01/16/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 21:30,LARCENY-THEFT,PARKING GARAGE
01/16/2024 21:30,LARCENY-THEFT,APARTMENT
01/16/2024 21:39,LARCENY-THEFT,PARKING LOT
01/16/2024 22:00,MOTOR VEHICLE THEFT,CONDO / TOWNHOUSE
01/16/2024 22:00,MOTOR VEHICLE THEFT,FENCED RESIDENTIAL YARD
01/16/2024 22:00,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/16/2024 22:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 22:15,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2024 22:20,LARCENY-THEFT,APARTMENT
01/16/2024 22:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/16/2024 22:30,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 22:34,DRUG OFFENSE,VEHICLE
01/16/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 23:00,MOTOR VEHICLE THEFT,APARTMENT
01/16/2024 23:50,LARCENY-THEFT,VEHICLE
01/16/2024 23:52,BURGLARY,MEDICAL OFFICE
01/17/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2024 0:00,DRUG OFFENSE,VEHICLE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT
01/17/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT
01/17/2024 0:00,DRUG OFFENSE,PARKING LOT
01/17/2024 0:00,LARCENY-THEFT,CONSTRUCTION SITE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT
01/17/2024 0:00,LARCENY-THEFT,VEHICLE
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT
01/17/2024 0:00,BURGLARY,WAREHOUSE / FACTORY
01/17/2024 0:00,DRUG OFFENSE,VEHICLE
01/17/2024 0:00,DRUG OFFENSE,OTHER
01/17/2024 0:00,LARCENY-THEFT,UNKNOWN
01/17/2024 0:00,LARCENY-THEFT,PARKING LOT
01/17/2024 0:00,LARCENY-THEFT,APARTMENT
01/17/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/17/2024 0:00,BURGLARY,RESTAURANT
01/17/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/17/2024 0:01,BURGLARY,STOREROOM/SHED (COMMERCIAL)
01/17/2024 0:45,LARCENY-THEFT,HOSPITAL
01/17/2024 1:00,LARCENY-THEFT,CONDO / TOWNHOUSE
01/17/2024 1:25,DRUG OFFENSE,ALLEY
01/17/2024 2:00,MOTOR VEHICLE THEFT,APARTMENT
01/17/2024 3:00,LARCENY-THEFT,APARTMENT
01/17/2024 3:00,LARCENY-THEFT,APARTMENT
01/17/2024 3:25,ARSON,SHOPPING MALL
01/17/2024 3:48,BURGLARY,RETAIL BUSINESS
01/17/2024 3:54,LARCENY-THEFT,APARTMENT
01/17/2024 4:15,MOTOR VEHICLE THEFT,RENTAL STORAGE / FACILITY
01/17/2024 4:20,AGGRAVATED ASSAULT,DRIVEWAY
01/17/2024 4:30,AGGRAVATED ASSAULT,GAS / SERVICE STATION
01/17/2024 5:00,LARCENY-THEFT,CONSTRUCTION SITE
01/17/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/17/2024 20:00,BURGLARY,FAST FOOD STORE
01/17/2024 20:18,AGGRAVATED ASSAULT,CONDO / TOWNHOUSE
01/17/2024 20:20,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2024 20:30,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/17/2024 20:30,BURGLARY,GARAGE
01/17/2024 20:40,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2024 20:41,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 20:48,MOTOR VEHICLE THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2024 20:57,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/17/2024 21:00,AGGRAVATED ASSAULT,ARENA / STADIUM / CONVENTION CENTER
01/17/2024 21:00,MOTOR VEHICLE THEFT,APARTMENT
01/17/2024 21:00,LARCENY-THEFT,APARTMENT
01/17/2024 21:29,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 21:54,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 22:20,LARCENY-THEFT,HOTEL / MOTEL
01/17/2024 22:36,LARCENY-THEFT,RESTAURANT
01/17/2024 22:40,DRUG OFFENSE,VEHICLE
01/17/2024 22:40,ROBBERY,STREET / ROADWAY / SIDEWALK
01/17/2024 22:40,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/17/2024 23:00,BURGLARY,APARTMENT
01/17/2024 23:00,MURDER AND NON-NEGLIGENT MANSLAUGHTER,EASEMENT
01/17/2024 23:08,AGGRAVATED ASSAULT,LIGHT RAIL PLATFORM
01/17/2024 23:16,AGGRAVATED ASSAULT,APARTMENT
01/17/2024 23:50,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/18/2024 0:00,LARCENY-THEFT,PARKING LOT
01/18/2024 0:00,LARCENY-THEFT,PARKING GARAGE
01/18/2024 0:00,LARCENY-THEFT,PARKING GARAGE
01/18/2024 0:00,DRUG OFFENSE,BUS STOP
01/18/2024 0:00,DRUG OFFENSE,PARKING LOT
01/18/2024 0:00,LARCENY-THEFT,PARKING LOT
01/18/2024 0:00,DRUG OFFENSE,PARKING LOT
01/18/2024 0:00,DRUG OFFENSE,RETAIL BUSINESS
01/18/2024 0:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/18/2024 0:00,BURGLARY,GARAGE
01/18/2024 0:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2024 0:00,LARCENY-THEFT,OFFICE / COMMERCIAL BUILDING
01/18/2024 0:01,LARCENY-THEFT,FENCED RESIDENTIAL YARD
01/18/2024 0:01,LARCENY-THEFT,VEHICLE
01/18/2024 0:01,LARCENY-THEFT,FENCED COMMERCIAL YARD
01/18/2024 0:05,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/18/2024 0:40,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 1:10,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/18/2024 1:53,LARCENY-THEFT,PARKING LOT
01/18/2024 3:00,ROBBERY,ALLEY
01/18/2024 3:03,AGGRAVATED ASSAULT,SPECIALTY STORE
01/18/2024 3:18,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 4:13,BURGLARY,SPECIALTY STORE
01/18/2024 4:40,LARCENY-THEFT,PARKING LOT
01/18/2024 20:00,MOTOR VEHICLE THEFT,APARTMENT
01/18/2024 20:00,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 20:04,AGGRAVATED ASSAULT,GROCERY / SUPER MARKET
01/18/2024 20:12,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/18/2024 20:16,LARCENY-THEFT,DEPARTMENT / DISCOUNT STORE
01/18/2024 20:25,AGGRAVATED ASSAULT,FAST FOOD STORE
01/18/2024 20:30,DRUG OFFENSE,GAS / SERVICE STATION
01/18/2024 20:30,LARCENY-THEFT,RESTAURANT
01/18/2024 20:30,AGGRAVATED ASSAULT,SINGLE FAMILY HOUSE
01/18/2024 20:30,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/18/2024 20:50,BURGLARY,APARTMENT
01/18/2024 21:00,LARCENY-THEFT,VEHICLE
01/18/2024 21:21,ROBBERY,APARTMENT
01/18/2024 21:28,LARCENY-THEFT,VEHICLE
01/18/2024 21:32,LARCENY-THEFT,DRUG STORE
01/18/2024 22:00,BURGLARY,SHOPPING MALL
01/18/2024 22:00,LARCENY-THEFT,GROCERY / SUPER MARKET
01/18/2024 22:00,DRUG OFFENSE,VEHICLE
01/18/2024 22:19,AGGRAVATED ASSAULT,STREET / ROADWAY / SIDEWALK
01/18/2024 22:36,AGGRAVATED ASSAULT,APARTMENT
01/18/2024 22:55,DRUG OFFENSE,PARKING GARAGE
01/18/2024 23:00,LARCENY-THEFT,DRIVEWAY
01/18/2024 23:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/18/2024 23:00,LARCENY-THEFT,VEHICLE
01/18/2024 23:10,DRUG OFFENSE,GAS / SERVICE STATION
01/19/2024 0:00,LARCENY-THEFT,SPECIALTY STORE
01/19/2024 0:00,LARCENY-THEFT,SHELTER-MISSION/HOMELESS
01/19/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2024 0:00,BURGLARY,APARTMENT
01/19/2024 0:00,LARCENY-THEFT,SINGLE FAMILY HOUSE
01/19/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2024 0:00,LARCENY-THEFT,PARKING LOT
01/19/2024 0:00,DRUG OFFENSE,STREET / ROADWAY / SIDEWALK
01/19/2024 0:00,AGGRAVATED ASSAULT,APARTMENT
01/19/2024 0:00,AGGRAVATED ASSAULT,SHOPPING MALL
01/19/2024 0:00,LARCENY-THEFT,OTHER
01/19/2024 0:01,LARCENY-THEFT,AUTO DEALERSHIP NEW/USED
01/19/2024 0:01,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/19/2024 0:53,AGGRAVATED ASSAULT,MOBILE HOME
01/19/2024 1:00,LARCENY-THEFT,PARKING GARAGE
01/19/2024 1:06,DRUG OFFENSE,DRIVEWAY
01/19/2024 1:08,BURGLARY,SPECIALTY STORE
01/19/2024 1:32,LARCENY-THEFT,BUS STOP
01/19/2024 2:00,MOTOR VEHICLE THEFT,AUTO DEALERSHIP NEW/USED
01/19/2024 2:00,LARCENY-THEFT,APARTMENT
01/19/2024 2:00,DRUG OFFENSE,VEHICLE
01/19/2024 2:00,LARCENY-THEFT,DRIVEWAY
01/19/2024 2:07,MURDER AND NON-NEGLIGENT MANSLAUGHTER,PARKING LOT
01/19/2024 2:29,LARCENY-THEFT,DRIVEWAY
01/19/2024 3:00,MOTOR VEHICLE THEFT,STREET / ROADWAY / SIDEWALK
01/19/2024 3:00,MOTOR VEHICLE THEFT,DRIVEWAY
01/19/2024 3:30,MOTOR VEHICLE THEFT,DRIVEWAY
01/19/2024 3:40,MOTOR VEHICLE THEFT,DRIVEWAY
01/19/2024 3:44,AGGRAVATED ASSAULT,APARTMENT
01/19/2024 4:00,BURGLARY,APARTMENT
01/19/2024 4:00,BURGLARY,SPECIALTY STORE
01/19/2024 4:24,LARCENY-THEFT,SHOPPING MALL
01/19/2024 5:00,AGGRAVATED ASSAULT,APARTMENT
01/19/2024 5:00,LARCENY-THEFT,APARTMENT
01/19/2024 5:00,LARCENY-THEFT,APARTMENT
01/19/2024 20:00,LARCENY-THEFT,CONVENIENCE MARKET / STORE
01/19/2024 20:00,ROBBERY,DEPARTMENT / DISCOUNT STORE
